iter	Logloss
368	0.1028754667
369	0.1027087284
370	0.102576329
371	0.1025528609
372	0.1024211974
373	0.1022623564
374	0.1021745312
375	0.1020145674
376	0.1019012856
377	0.1018234703
378	0.1017080875
379	0.1015326043
380	0.1014316177
381	0.1012739234
382	0.1011896453
383	0.1009897976
384	0.1009342259
385	0.1008376647
386	0.1007156545
387	0.1005717116
388	0.1005097508
389	0.1003880559
390	0.1002501079
391	0.1002326831
392	0.1001222648
393	0.09998579702
394	0.09980172368
395	0.0996907902
396	0.09957406687
397	0.09947272003
398	0.09933146812
399	0.09920993366
400	0.09906276509
401	0.09897094635
402	0.09884957727
403	0.09873286446
404	0.0986237819
405	0.09849331772
406	0.09841604347
407	0.09835918272
408	0.09828900728
409	0.09819004311
410	0.0981102673
411	0.09803278988
412	0.09790066199
413	0.09778464131
414	0.09764152607
415	0.09749714981
416	0.09740215384
417	0.09730382617
418	0.09723662671
419	0.09714391289
420	0.09700618526
421	0.09689771374
422	0.09682519437
423	0.09671741417
424	0.09658753874
425	0.09643045048
426	0.09632854725
427	0.09629835333
428	0.09620684706
429	0.09610550747
430	0.09602280058
431	0.09590422765
432	0.09583332358
433	0.09568664887
434	0.0955872852
435	0.09545680216
436	0.09534335889
437	0.09526962491
438	0.0951651686
439	0.09504562826
440	0.09493752855
441	0.09491012459
442	0.09481607024
443	0.09474723575
444	0.09463666339
445	0.0945520524
446	0.09438451246
447	0.09426277156
448	0.09421724204
449	0.09413417732
450	0.09396167212
451	0.09380364432
452	0.09370330818
453	0.09356958552
454	0.09342049583
455	0.09332959476
456	0.09327884419
457	0.09318820337
458	0.09307422401
459	0.09296686445
460	0.09289112839
461	0.09282140854
462	0.09272004895
463	0.09264359597
464	0.09254483103
465	0.0924416191
466	0.09233135678
467	0.09228709059
468	0.09223845979
469	0.09214348878
470	0.09204532303
471	0.09197075201
472	0.09191160774
473	0.09181232619
474	0.091729771
475	0.09168883856
476	0.09157868636
477	0.0914364096
478	0.09128779009
479	0.09122120117
480	0.0911929662
481	0.09106252125
482	0.09097962301
483	0.09084947604
484	0.09076215272
485	0.0907236242
486	0.09064667715
487	0.09059345817
488	0.09050162722
489	0.09041639204
490	0.09034458657
491	0.09025314019
492	0.09019165412
493	0.09005734596
494	0.08996259963
495	0.08989126259
496	0.08975243108
497	0.08965587842
498	0.08955154782
499	0.08943362803
500	0.08936726577
501	0.08926431659
502	0.0891936588
503	0.08912988591
504	0.08899612816
505	0.088919674
506	0.08876354245
507	0.08864336706
508	0.08853964154
509	0.08845380468
510	0.08835380472
511	0.08827476972
512	0.08820129286
513	0.08816145088
514	0.08806582006
515	0.08797334426
516	0.08789578719
517	0.08778508279
518	0.08771294926
519	0.08765003873
520	0.0875529007
521	0.08748205264
522	0.08740131241
523	0.08732500459
524	0.08724514724
525	0.08712671324
526	0.08705462311
527	0.08696377641
528	0.08683928005
529	0.08676349642
530	0.08666961381
531	0.08655622415
532	0.08644720201
533	0.08638250025
534	0.08626597962
535	0.08615373811
536	0.08609950905
537	0.08597565395
538	0.08590709414
539	0.08583440798
540	0.0858197666
541	0.08576015348
542	0.08563895542
543	0.08555594344
544	0.08545045785
545	0.08536840822
546	0.0852807775
547	0.08520289317
548	0.085127533
549	0.0850610316
550	0.08497393791
551	0.08489389268
552	0.08486426178
553	0.08480652563
554	0.084748409
555	0.08470469905
556	0.08461060548
557	0.08450352514
558	0.08439026457
559	0.0843349938
560	0.08422135427
561	0.08414447124
562	0.08406750824
563	0.08405207287
564	0.08399170398
565	0.0839702615
566	0.08389970929
567	0.0838508539
568	0.08377311443
569	0.0836759816
570	0.08362407807
571	0.08353564272
572	0.08345155604
573	0.08340428453
574	0.0832659073
575	0.08317718981
576	0.08312513802
577	0.08305766611
578	0.08289880675
579	0.08280073178
580	0.0826793524
581	0.08262067438
582	0.08257507717
583	0.08251446304
584	0.08240522871
585	0.08233762968
586	0.08229308425
587	0.08221489675
588	0.0821338501
589	0.08201932436
590	0.0819632536
591	0.08187827119
592	0.08181805795
593	0.08172734804
594	0.08164876562
595	0.08161436852
596	0.08156600518
597	0.08144929579
598	0.08139389867
599	0.08135067525
600	0.08128746746
601	0.08121559319
602	0.08113356165
603	0.08106850651
604	0.0809834261
605	0.08092237639
606	0.08084255342
607	0.08076000957
608	0.08067770972
609	0.08060593077
610	0.08050226424
611	0.08041435352
612	0.08033974344
613	0.08026448779
614	0.08024974252
615	0.08023717802
616	0.08017305295
617	0.08009560131
618	0.08000597966
619	0.07993936223
620	0.07985948661
621	0.07982233399
622	0.07979351814
623	0.07976670115
624	0.07970968576
625	0.07963401582
626	0.07957709771
627	0.07952450749
628	0.07949196458
629	0.07942315335
630	0.07934310041
631	0.07926546505
632	0.07919269159
633	0.0791812767
634	0.07910887351
635	0.07899228404
636	0.07886377734
637	0.07878079491
638	0.0786708435
639	0.07860463056
640	0.07846887094
641	0.07844137222
642	0.07834365092
643	0.07826899198
644	0.07821803617
645	0.07814438841
646	0.07808057594
647	0.07801404381
648	0.0779892944
649	0.07793433533
650	0.07783906243
651	0.07781457326
652	0.07772869631
653	0.07771328222
654	0.07769083375
655	0.07766585046
656	0.07764445569
657	0.07763387276
658	0.07760825152
659	0.07748683429
660	0.077458647
661	0.0774404358
662	0.0773858692
663	0.0773059029
664	0.07722662893
665	0.07712483461
666	0.07704728619
667	0.07700613521
668	0.07699143011
669	0.0769036052
670	0.07688360578
671	0.07685015777
672	0.07674993269
673	0.07663225443
674	0.07658762437
675	0.07653798181
676	0.07650365394
677	0.07645111396
678	0.07640585608
679	0.07632267992
680	0.07622426747
681	0.07616697089
682	0.0760783602
683	0.07599625053
684	0.07592406339
685	0.07584896084
686	0.07580779216
687	0.07576067435
688	0.07569557294
689	0.0756262756
690	0.0755402338
691	0.07548034676
692	0.07543545226
693	0.07536893151
694	0.07532239449
695	0.07525404966
696	0.07523195205
697	0.0751317102
698	0.07506593146
699	0.07498590918
700	0.07490447949
701	0.07484942743
702	0.07478407043
703	0.07473959886
704	0.07468325756
705	0.07465278385
706	0.07461830843
707	0.0745623918
708	0.07451706235
709	0.07447106683
710	0.07438631895
711	0.07432869867
712	0.07429715999
713	0.07423806405
714	0.07417809772
715	0.07412328459
716	0.07408093814
717	0.07401207596
718	0.07393868374
719	0.07383336004
720	0.0737963512
721	0.0737274536
722	0.07366420912
723	0.07360870945
724	0.07353846272
725	0.07348200212
726	0.07346853033
727	0.07341055793
728	0.07333522887
729	0.0732558663
730	0.07318721867
731	0.07313098101
732	0.07306631455
733	0.0729830044
734	0.07294515684
735	0.07287599209
736	0.07283209228
737	0.07275298392
738	0.07274378729
739	0.07270211399
740	0.07264670589
741	0.07260407141
742	0.07250691761
743	0.0724810399
744	0.07243084594
745	0.07236511566
746	0.07229015162
747	0.07222069763
748	0.07217341151
749	0.07206625238
750	0.0720017769
751	0.07195540433
752	0.07190229491
753	0.07183448788
754	0.07176618807
755	0.07172932709
756	0.07163924202
757	0.07159425864
758	0.0715393934
759	0.07143551411
760	0.0713970075
761	0.07130875023
762	0.07124879311
763	0.07120311644
764	0.07113977058
765	0.07108774334
766	0.07103634058
767	0.0710052367
768	0.07095113776
769	0.07089485028
770	0.07084746474
771	0.07081643517
772	0.07075778716
773	0.0706822944
774	0.07064656224
775	0.07057740012
776	0.07050381222
777	0.07046783147
778	0.07044145183
779	0.07038333816
780	0.07034433093
781	0.07029617804
782	0.070238216
783	0.0701968144
784	0.0701636949
785	0.07014978081
786	0.07011739786
787	0.07005926366
788	0.07001628054
789	0.06995197572
790	0.06990118694
791	0.06986206879
792	0.06979087476
793	0.06969291312
794	0.06961482522
795	0.06956361019
796	0.06953963648
797	0.0695077896
798	0.06946064904
799	0.06937502706
800	0.0692608909
801	0.06916204678
802	0.06908657901
803	0.06903498941
804	0.06900097725
805	0.06895225115
806	0.06889450976
807	0.06886067645
808	0.0687762391
809	0.06873297428
810	0.06870786232
811	0.06866816439
812	0.06861822923
813	0.06858027621
814	0.06855160574
815	0.06851398465
816	0.06847447442
817	0.06845213552
818	0.06840371035
819	0.06833619293
820	0.06828827964
821	0.06821459413
822	0.06815217313
823	0.06810482497
824	0.06807072107
825	0.0680367623
826	0.06800566083
827	0.06793329447
828	0.06785625098
829	0.06780081395
830	0.06772273904
831	0.06765169886
832	0.06758842918
833	0.06752461942
834	0.06748624515
835	0.06738079461
836	0.0673657019
837	0.06733414845
838	0.06728956936
839	0.06725947339
840	0.06720070163
841	0.06715697938
842	0.06711158983
843	0.06703206032
844	0.06696969654
845	0.0669112523
846	0.06686536434
847	0.06683888391
848	0.06681012732
849	0.066761365
850	0.06665644148
851	0.06660035014
852	0.06654333686
853	0.06651963992
854	0.06650371993
855	0.06643344201
856	0.06638851719
857	0.06635330087
858	0.06631415384
859	0.06630113554
860	0.06626978132
861	0.06620613061
862	0.06616172466
863	0.06610097663
864	0.06607018272
865	0.06599431503
866	0.06594306005
867	0.06593527416
868	0.06591398945
869	0.06585572879
870	0.06584853289
871	0.06576858321
872	0.06574035296
873	0.06568820571
874	0.06568147784
875	0.06561863147
876	0.06555527059
877	0.06551111738
878	0.06548262746
879	0.06547340209
880	0.06541705344
881	0.06535524979
882	0.0652914629
883	0.06525047835
884	0.06519457519
885	0.06518060743
886	0.06512693522
887	0.06509628811
888	0.06506764456
889	0.06500060047
890	0.06495204681
891	0.06490094682
892	0.06480570135
893	0.06472914608
894	0.06467941045
895	0.06464300348
896	0.06457609923
897	0.06453007184
898	0.06451249296
899	0.06447119017
900	0.06445259232
901	0.06444663574
902	0.06436541316
903	0.06431260625
904	0.06425778817
905	0.06422974063
906	0.06418414838
907	0.06411427545
908	0.06406504185
909	0.06404225149
910	0.06403644675
911	0.06402468242
912	0.064012686
913	0.06396634388
914	0.06391187304
915	0.06386554379
916	0.06380732866
917	0.06372751
918	0.06364607022
919	0.06363554138
920	0.06356828356
921	0.06351787531
922	0.06345057909
923	0.06337880799
924	0.06332399022
925	0.0632721012
926	0.06323409815
927	0.06320108803
928	0.063146378
929	0.06310909796
930	0.06306842235
931	0.06304469209
932	0.0629798502
933	0.0629594812
934	0.06290170529
935	0.06287882803
936	0.06286089278
937	0.06282607672
938	0.06278729737
939	0.06272977759
940	0.06269383541
941	0.06265087268
942	0.06264541835
943	0.06264537679
944	0.06263103269
945	0.06258635644
946	0.06254008925
947	0.06253368197
948	0.06249599545
949	0.06249595906
950	0.06248289376
951	0.06244841915
952	0.06237775105
953	0.0623320147
954	0.06231806838
955	0.0622705128
956	0.06223185814
957	0.06219031444
958	0.06215675587
959	0.06211945827
960	0.06207206975
961	0.06202112407
962	0.06194912764
963	0.06188345178
964	0.06186006753
965	0.06185403778
966	0.06179425029
967	0.0617646887
968	0.06172931036
969	0.06169045647
970	0.06165948688
971	0.06161633907
972	0.06157800834
973	0.06155123966
974	0.06150764883
975	0.06146826023
976	0.06144290576
977	0.06140787906
978	0.06134321063
979	0.0613135533
980	0.06128718415
981	0.06125882202
982	0.06122249588
983	0.06121747047
984	0.06119429839
985	0.06114374697
986	0.06111869855
987	0.06108328969
988	0.06107644676
989	0.06105505266
990	0.06104170704
991	0.06102599271
992	0.06101158383
993	0.06096238996
994	0.06092187023
995	0.06090498598
996	0.06088659112
997	0.06084740565
998	0.06084064297
999	0.06078230859
